id,observed_on_string,observed_on,time_zone,out_of_range,created_at,updated_at,quality_grade,url,tag_list,description,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
7773974,2017/09/04 2:37 AM NZST,2017-09-04,Wellington,,2017-09-04 05:06:47 UTC,2017-09-25 07:00:46 UTC,research,https://www.inaturalist.org/observations/7773974,"","Locally abundant, in mown grassland, on impoverished soils. 
Waikumete cemetery, West Auckland ",0,false,"Glen Eden, Auckland, New Zealand",-36.9051161524,174.645644277,4,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
7773976,2017/09/04 2:53 AM NZST,2017-09-04,Wellington,,2017-09-04 05:06:47 UTC,2017-09-25 07:00:39 UTC,research,https://www.inaturalist.org/observations/7773976,"","Locally abundant, in mown grassland, on impoverished soils. 
Waikumete cemetery, West Auckland ",0,false,"Glen Eden, Auckland, New Zealand",-36.9041338379,174.646183401,4,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
7856258,2017/09/07 12:41 PM NZST,2017-09-07,Wellington,,2017-09-10 02:03:04 UTC,2019-05-08 21:39:33 UTC,research,https://www.inaturalist.org/observations/7856258,Buller,"",0,false,"Stockton 7891, New Zealand",-41.6052633333,171.9155683333,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
7942046,2017/09/15 11:15 AM NZST,2017-09-15,Wellington,,2017-09-16 06:59:07 UTC,2017-09-22 05:10:23 UTC,research,https://www.inaturalist.org/observations/7942046,"","Abundant on a dry, sunny section of the track.",0,false,"Cutty Grass Track, Henderson Valley, Auckland, New Zealand",-36.9202577566,174.5409049735,39,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
7990507,2017/08/26 12:30 PM NZST,2017-08-26,Wellington,,2017-09-19 04:52:05 UTC,2017-09-22 05:10:15 UTC,research,https://www.inaturalist.org/observations/7990507,"",,0,false,"Wairoa, NZ-HB, NZ",-38.8470976474,177.6017904698,122,obscured,,true,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
7991181,2017/09/18 1:09 PM NZST,2017-09-18,Wellington,,2017-09-19 06:47:48 UTC,2017-09-22 05:10:07 UTC,research,https://www.inaturalist.org/observations/7991181,"",,0,false,"Akatarawa Valley, Upper Hutt 5372, New Zealand",-41.0496069,175.1790404,187,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8006949,2017/09/19 11:48 AM NZST,2017-09-19,Wellington,,2017-09-20 07:28:24 UTC,2017-09-22 05:10:01 UTC,research,https://www.inaturalist.org/observations/8006949,"",,0,false,"Cape Palliser 5772, New Zealand",-41.4509929544,175.2283873741,674,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8006950,2017/09/19 11:51 AM NZST,2017-09-19,Wellington,,2017-09-20 07:28:25 UTC,2017-09-22 05:09:53 UTC,research,https://www.inaturalist.org/observations/8006950,"",,0,false,"Cape Palliser 5772, New Zealand",-41.4509929544,175.2283873741,674,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8015611,2017/09/20 10:54 AM NZST,2017-09-20,Wellington,,2017-09-20 22:48:52 UTC,2017-09-22 05:09:44 UTC,research,https://www.inaturalist.org/observations/8015611,"",Many flowering on a mossy bank beside the track.,0,false,"Huia, Auckland 0604, New Zealand",-36.9932799014,174.5709903519,43,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8015975,2017/09/20 12:30 PM NZST,2017-09-20,Wellington,,2017-09-20 23:16:33 UTC,2017-09-22 05:09:13 UTC,research,https://www.inaturalist.org/observations/8015975,"","Dryer section of the track, plants growing in moss beside the track.",0,false,"Huia, Auckland 0604, New Zealand",-36.9925772248,174.57543209,46,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8020583,2013/11/03 2:06 PM NZDT,2013-11-03,Wellington,,2017-09-21 04:34:40 UTC,2019-05-03 01:18:03 UTC,research,https://www.inaturalist.org/observations/8020583,"",Growing with Thelymitra and Corybas oblongus on a continuously wet clay outcrop.,0,false,"Coromandel Forest Park, New Zealand",-37.0671335736,175.6530189514,500,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
8065163,2017/09/24 12:22 PM NZDT,2017-09-24,Wellington,,2017-09-24 02:26:12 UTC,2017-09-25 06:58:49 UTC,research,https://www.inaturalist.org/observations/8065163,"","",0,false,Wi Tako Reserve,-41.154026,175.018473,49,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8079774,2017/09/24 12:05 AM NZST,2017-09-25,Wellington,,2017-09-24 23:57:22 UTC,2017-09-25 06:59:34 UTC,research,https://www.inaturalist.org/observations/8079774,"",,0,false,"Kaweka Forest Park 4179, New Zealand",-39.3628378759,176.439743042,244,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8084208,2017/09/24 1:59 AM NZST,2017-09-24,Wellington,,2017-09-25 04:27:53 UTC,2017-09-25 06:59:41 UTC,research,https://www.inaturalist.org/observations/8084208,"",Pictured with my thumb nail to give some indication of size,0,false,"171 Karapiti Rd, Taupo 3377, New Zealand",-38.645153,176.0690585,391,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8085783,2017/09/23 2:34 AM NZST,2017-09-23,Wellington,,2017-09-25 08:38:07 UTC,2018-04-20 16:38:22 UTC,research,https://www.inaturalist.org/observations/8085783,"","Abundant in mown lawn, on impoverished soils.
Alison Park, Oneroa, Waiheke Island. 
",0,false,"Oneroa, Auckland, New Zealand",-36.783035222,175.006390661,6,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8177181,2017/09/24 1:58 PM NZDT,2017-09-24,Wellington,,2017-09-30 00:19:27 UTC,2018-04-20 16:37:18 UTC,research,https://www.inaturalist.org/observations/8177181,"",Growing in grass in a clearing on top of the hill.,0,false,"Jackies Peak, Huia, Auckland 0604, New Zealand",-37.0185056569,174.5566245641,9,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8212523,2015/11/09 4:36 PM NZDT,2015-11-09,Wellington,,2017-10-02 00:14:19 UTC,2019-05-03 01:16:14 UTC,research,https://www.inaturalist.org/observations/8212523,"",Along track to Key Summit.,0,false,"Fiordland National Park, New Zealand",-44.8131861857,168.1296372414,90,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
8212567,2015/11/09 4:56 PM NZDT,2015-11-09,Wellington,,2017-10-02 00:17:34 UTC,2019-05-03 01:16:07 UTC,research,https://www.inaturalist.org/observations/8212567,"",In boggy area on Key Summit loop.,0,false,"Fiordland National Park, New Zealand",-44.8144191752,168.1289505959,78,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8212643,2015/11/11 12:03 PM NZDT,2015-11-11,Wellington,,2017-10-02 00:22:44 UTC,2019-05-03 01:16:02 UTC,research,https://www.inaturalist.org/observations/8212643,"",Next to small tarns.,0,false,"Fiordland National Park, New Zealand",-44.9981586663,168.0929660797,392,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8212917,2017/07/03 2:20 PM NZST,2017-07-03,Wellington,,2017-10-02 00:43:46 UTC,2019-01-15 14:21:32 UTC,research,https://www.inaturalist.org/observations/8212917,"","",0,false,"Far North, NZ-NO, NZ",-34.8629885742,173.3109709724,1512,,obscured,true,,,Yellow bladderwort,Utricularia australis,Yellow bladderwort,Plantae,336260
8212918,2017/07/03 1:31 PM NZST,2017-07-03,Wellington,,2017-10-02 00:43:46 UTC,2017-10-03 04:13:40 UTC,research,https://www.inaturalist.org/observations/8212918,"",,0,false,"Lake Ohia 0483, New Zealand",-34.9729069788,173.3704376221,957,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
8212919,2017/07/03 1:43 PM NZST,2017-07-03,Wellington,,2017-10-02 00:43:46 UTC,2018-05-26 04:53:24 UTC,research,https://www.inaturalist.org/observations/8212919,"",,0,false,"Lake Ohia 0483, New Zealand",-34.9751575609,173.3682060242,1543,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
8212920,2017/07/03 1:03 PM NZST,2017-07-03,Wellington,,2017-10-02 00:43:47 UTC,2019-05-17 23:02:05 UTC,research,https://www.inaturalist.org/observations/8212920,"",,0,false,"Lake Ohia 0483, New Zealand",-34.9727663154,173.3670043945,1934,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
8278923,2017-09-30,2017-09-30,Auckland,,2017-10-06 10:08:15 UTC,2017-10-06 22:52:40 UTC,research,https://www.inaturalist.org/observations/8278923,"",Drosera head about 10mm diameter,0,false,"Hakea, Raglan",-37.937462,174.843507,435,,,false,,,tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8292449,2017-10-07 2:34:26 PM NZDT,2017-10-07,Wellington,,2017-10-07 05:36:09 UTC,2017-10-08 23:27:29 UTC,research,https://www.inaturalist.org/observations/8292449,"",,0,false,"529 Craigie Lea Rd, Te Wharau 5883, New Zealand",-41.268611908,175.8461151123,,,,false,gps,gps,tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8293069,2011/06/14 8:51 PM NZST,2011-06-14,Wellington,,2017-10-07 07:44:43 UTC,2017-10-08 23:27:42 UTC,research,https://www.inaturalist.org/observations/8293069,"",On compact clay 2-3 metres above the river.,0,false,"Coromandel Forest Park, New Zealand",-37.2506248275,175.81397295,15,,,false,,,tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8321865,2007/01/26 4:25 PM NZDT,2007-01-26,Wellington,,2017-10-09 03:10:16 UTC,2019-05-03 01:14:57 UTC,research,https://www.inaturalist.org/observations/8321865,"Subalpine, Drosera, Bealey Spur, Arthur's Pass National Park","In wet peaty ground, Bealey Spur. Purple flowers are Utricularia dicotoma.",0,false,"Selwyn District, Canterbury, New Zealand",-43.032374839,171.5860176086,31,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8321918,2008/12/30 5:53 PM NZDT,2008-12-30,Wellington,,2017-10-09 03:14:46 UTC,2019-05-03 01:14:52 UTC,research,https://www.inaturalist.org/observations/8321918,"Subalpine, Drosera, Poulter River, Arthur's Pass National Park","On wet peaty ground at Minchin Biv, APNP",0,false,"Selwyn District, Canterbury, New Zealand",-42.7949723781,171.8109798431,61,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8321973,2013/02/02 8:14 AM NZDT,2013-02-02,Wellington,,2017-10-09 03:20:19 UTC,2019-05-03 01:14:47 UTC,research,https://www.inaturalist.org/observations/8321973,"Subalpine, Drosera, Ashley River, Puketeraki Range","In wet sphagnum moss beside tarn, Tarn Hut, Ashley River",0,false,"Lees Valley 7495, New Zealand",-43.0389143,172.1495175362,8,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8322042,2010/04/05 8:46 AM NZST,2010-04-05,Wellington,,2017-10-09 03:24:35 UTC,2019-05-03 01:14:43 UTC,research,https://www.inaturalist.org/observations/8322042,"Alpine, Drosera, Diedrich Range, Westland","On wet peaty ground, Diedrich Range, Westland",0,false,"Kokatahi 7881, New Zealand",-42.9902967226,171.1132621765,122,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
8322114,2017/02/15 2:04 PM NZDT,2017-02-15,Wellington,,2017-10-09 03:28:30 UTC,2019-05-03 01:14:38 UTC,research,https://www.inaturalist.org/observations/8322114,"Subalpine, Drosera, Arthur's Pass National Park, Mingha River","On swampy ground in a clearing in upper Mt beech forest, Mingha Valley.",0,false,"Selwyn District, Canterbury, New Zealand",-42.9412000465,171.6243839264,61,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
8322175,2010/04/05 10:14 AM NZST,2010-04-05,Wellington,,2017-10-09 03:32:07 UTC,2019-05-03 01:14:33 UTC,research,https://www.inaturalist.org/observations/8322175,"subalpine, Droser, Diedrichs Range","In mixed short herb-field on wet ground, Diedrichs Range",0,false,"Kokatahi 7881, New Zealand",-42.9924815151,171.1151075363,61,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
8391395,2007/01/26 4:24 PM NZDT,2007-01-26,Wellington,,2017-10-13 22:57:12 UTC,2017-10-14 00:20:18 UTC,research,https://www.inaturalist.org/observations/8391395,"Subalpine, Utricularia, Flowering, Bealey Spur, Arthur's Pass National Park","In boggy ground near Mt beech bushline, Bealey Spur",0,false,"Selwyn District, Canterbury, New Zealand",-43.0337441135,171.5671992302,36,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
8450942,2017-10-18 12:45:00 am GMT+13:00,2017-10-18,Nuku'alofa,,2017-10-18 09:54:09 UTC,2017-11-19 23:08:03 UTC,research,https://www.inaturalist.org/observations/8450942,"",,0,false,"7 Thickpenny Ln, Ngaruawahia 3720, New Zealand",-37.6600516788,175.134453065,86,,,false,gps,gps,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8459721,2017-10-19,2017-10-19,Auckland,,2017-10-19 00:50:10 UTC,2017-10-19 18:05:19 UTC,research,https://www.inaturalist.org/observations/8459721,"",Gittos Domain (formerly known as Avondale South Domain). Growing along the side of the walking track.,0,false,"Blockhouse Bay, Auckland",-36.924879,174.704649,65,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8472437,2017-10-19,2017-10-19,Auckland,,2017-10-20 01:23:07 UTC,2017-10-24 00:21:41 UTC,research,https://www.inaturalist.org/observations/8472437,"","Gittos Domain (formerly known as Avondale South Domain). Growing along the side of the walking track. Further down the track from my previous <a href=""http://naturewatch.org.nz/observations/8459721"">observation</a>.",0,false,"Blockhouse Bay, Auckland",-36.924879,174.704649,65,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8479988,2007/02/04 11:22 AM NZDT,2007-02-04,Wellington,,2017-10-20 18:30:41 UTC,2017-10-21 18:36:55 UTC,research,https://www.inaturalist.org/observations/8479988,"Alpine, Caladenia c, lyallii, Flowering, Temple Basin, Arthur's Pass National Park","In snow tussock, Temple Basin",0,false,"Selwyn District, Canterbury, New Zealand",-42.9088327381,171.5776920319,61,,,false,,,Caladenia lyallii,Caladenia lyallii,Mountain Caps Orchid,Plantae,143872
8486143,2017-10-21 11:01:06 AM NZDT,2017-10-21,Wellington,,2017-10-21 04:30:57 UTC,2018-10-06 08:25:26 UTC,research,https://www.inaturalist.org/observations/8486143,"",,1,false,"Unnamed Road, Waiwhetu, Lower Hutt 5014, New Zealand",-41.2298378548,174.9351823907,12,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8487439,2017-10-21 2:13:02 PM NZDT,2017-10-21,Wellington,,2017-10-21 06:30:00 UTC,2017-11-19 23:07:18 UTC,research,https://www.inaturalist.org/observations/8487439,"",,0,false,"186 Waddington Dr, Naenae, Lower Hutt 5011, New Zealand",-41.2058610075,174.9563472735,8,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8487870,2017-10-21 1:46:13 PM NZDT,2017-10-21,Wellington,,2017-10-21 07:06:45 UTC,2017-10-24 00:21:23 UTC,research,https://www.inaturalist.org/observations/8487870,"",,0,false,"11 Boyd Grove, Naenae, Lower Hutt 5011, New Zealand",-41.208165222,174.963304745,3,,,false,gps,gps,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8488303,2017/10/16 2:41 PM NZDT,2017-10-16,Wellington,,2017-10-21 09:42:09 UTC,2017-10-24 00:21:15 UTC,research,https://www.inaturalist.org/observations/8488303,BT,Growing in a wet area.,0,false,"Houhora 0484, New Zealand",-34.738819917,173.1092602015,8,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8488324,2017/10/16 2:46 PM NZDT,2017-10-16,Wellington,,2017-10-21 09:53:09 UTC,2017-10-24 00:21:08 UTC,research,https://www.inaturalist.org/observations/8488324,"",On the back track.,0,false,"Houhora 0484, New Zealand",-34.7388120923,173.1094830483,4,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8498696,2017/10/20 9:01 AM NZDT,2017-10-20,Wellington,,2017-10-22 01:17:30 UTC,2019-05-08 21:39:28 UTC,research,https://www.inaturalist.org/observations/8498696,"",My favourite little gumland plant and nice to see it growing in an area that I had not noticed them before.,0,false,"Far North, NZ-NO, NZ",-34.6234184548,173.1952904773,8,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
8517402,2017/10/23 8:05 PM +1300,2017-10-23,Nuku'alofa,,2017-10-23 07:09:46 UTC,2018-04-27 17:34:42 UTC,research,https://www.inaturalist.org/observations/8517402,"","",0,false,"Ruahine Forest Park 4171, New Zealand",-39.9937574882,176.0962021148,2666,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8525720,2017/10/21 11:53 AM NZDT,2017-10-21,Wellington,,2017-10-24 00:24:30 UTC,2019-05-08 21:39:24 UTC,research,https://www.inaturalist.org/observations/8525720,"",,0,false,"Mount Earnslaw 9372, New Zealand",-44.6364140367,168.4752559662,312,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8538529,2017/10/24 10:43 AM NZDT,2017-10-24,Wellington,,2017-10-25 00:55:43 UTC,2019-01-17 13:55:32 UTC,research,https://www.inaturalist.org/observations/8538529,BT,Nice to know these are easy to find :),0,false,"Houhora 0484, New Zealand",-34.738737152,173.1100597232,4,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
8541531,2014/10/27 12:11 PM NZDT,2014-10-27,Wellington,,2017-10-25 06:17:47 UTC,2017-10-29 04:22:05 UTC,research,https://www.inaturalist.org/observations/8541531,"",I took these pictures when in Northland at the orchid group a.g.m and never new what they were until now thank you nature watch,0,false,"Lake Ohia 0483, New Zealand",-34.9908153,173.3660224,5487,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
8541637,2014/10/25 3:26 PM NZDT,2014-10-25,Wellington,,2017-10-25 06:50:21 UTC,2019-05-08 21:39:19 UTC,research,https://www.inaturalist.org/observations/8541637,"","",0,false,"Northland, NZ",-35.4839260208,173.6972992517,185435,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
8541693,2014/10/25 12:00 AM +1300,2014-10-25,Nuku'alofa,,2017-10-25 07:04:02 UTC,2019-05-08 21:39:13 UTC,research,https://www.inaturalist.org/observations/8541693,"",Taken 25.10.2014,0,false,"Northland, New Zealand",-35.5795461,173.7624053,100847,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
8541724,2014/10/25 3:47 PM NZDT,2014-10-25,Wellington,,2017-10-25 07:11:12 UTC,2017-10-26 05:54:32 UTC,research,https://www.inaturalist.org/observations/8541724,"","",0,false,"Northland, New Zealand",-35.5795461,173.7624053,185435,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8541788,2014/12/01 8:17 PM +1300,2014-12-01,Nuku'alofa,,2017-10-25 07:25:02 UTC,2019-05-08 21:39:08 UTC,research,https://www.inaturalist.org/observations/8541788,"",  Taken on 2014.12.01,0,false,"Ruapehu District, Manawatu-Wanganui, New Zealand",-39.2006182111,175.5508537793,187,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8542021,2016/10/31 9:14 PM +1300,2016-10-31,Nuku'alofa,,2017-10-25 08:29:23 UTC,2019-05-08 21:39:03 UTC,research,https://www.inaturalist.org/observations/8542021,"","",0,false,"Tararua Forest Park, New Zealand",-40.8088852058,175.4968394328,1910,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
8542110,2009/01/09 9:40 PM +1300,2009-01-09,Nuku'alofa,,2017-10-25 09:01:33 UTC,2019-05-08 21:38:58 UTC,research,https://www.inaturalist.org/observations/8542110,"",These were taken in 2009.01.09,0,false,"Tararua Forest Park 5581, New Zealand",-40.942842,175.2717356,187,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
8585235,2017-10-28 10:46:14 AM NZDT,2017-10-28,Wellington,,2017-10-28 07:46:18 UTC,2017-10-29 04:21:25 UTC,research,https://www.inaturalist.org/observations/8585235,"",,0,false,"Buchanan Rd, Haywards, Lower Hutt 5010, New Zealand",-41.1575317636,174.9578765156,8,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8596984,2017/10/28 4:50 PM NZDT,2017-10-28,Wellington,,2017-10-29 04:39:50 UTC,2019-05-08 21:38:54 UTC,research,https://www.inaturalist.org/observations/8596984,"",Common in small bog surrounded by beech forest.,0,false,"Fiordland National Park, New Zealand",-45.6136055556,167.5362888889,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
8619313,2017-10-30,2017-10-30,Auckland,,2017-10-30 19:34:34 UTC,2017-10-31 05:37:37 UTC,research,https://www.inaturalist.org/observations/8619313,"",Waikumete Cemetery. Gumland. Several plants observed near the top of the steep slope below the water reservoir and above the railway line. Photo 3 shows a trapped limoniid cranefly.,0,false,"Glen Eden, Auckland",-36.904166,174.64039,53,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8690265,2017/11/05 11:31 AM NZDT,2017-11-05,Wellington,,2017-11-05 05:33:42 UTC,2017-11-05 22:00:58 UTC,research,https://www.inaturalist.org/observations/8690265,"",,0,false,"Gracefield, Lower Hutt 5010, New Zealand",-41.2392426573,174.9167633057,977,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8701391,Mon Nov 06 2017 13:50:43 GMT+1300 (GMT+13),2017-11-06,Nuku'alofa,,2017-11-06 01:03:20 UTC,2017-11-06 07:05:01 UTC,research,https://www.inaturalist.org/observations/8701391,"","",0,false,"Horoeka Reserve, Stokes Valley, Wellington, NZ",-41.169975,174.9904633333,10,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8702140,Mon Nov 06 2017 13:32:49 GMT+1300 (GMT+13),2017-11-06,Nuku'alofa,,2017-11-06 02:08:55 UTC,2017-11-07 00:57:30 UTC,research,https://www.inaturalist.org/observations/8702140,"",,0,false,"5019, Stokes Valley, Wellington, NZ",-41.1699307943,174.9902787154,5,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8707794,Mon Nov 06 2017 11:01:45 GMT+1300 (GMT+13),2017-11-06,Nuku'alofa,,2017-11-06 10:54:46 UTC,2018-05-30 02:39:44 UTC,research,https://www.inaturalist.org/observations/8707794,"",,0,false,"17 Horoeka Street, Stokes Valley, Wellington, NZ",-41.1707589238,174.9879755908,24,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8737246,Thu Nov 09 2017 13:46:55 GMT+1345 (GMT+13:45),2017-11-09,Auckland,,2017-11-09 04:21:13 UTC,2019-05-08 21:38:49 UTC,research,https://www.inaturalist.org/observations/8737246,"",,0,false,"Chatham Island, , , ",-43.7904966667,-176.72322,5,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
8748763,Wed Jan 04 2017 09:52:22 GMT+1300 (GMT+13),2017-01-04,Nuku'alofa,,2017-11-10 07:48:57 UTC,2019-05-03 00:34:07 UTC,research,https://www.inaturalist.org/observations/8748763,"",,0,false,"Arthur's Pass National Park, , Canterbury, NZ",-42.9103920453,171.5665193468,64,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
8748837,Wed Jan 11 2017 11:03:03 GMT+1300 (GMT+13),2017-01-11,Nuku'alofa,,2017-11-10 08:20:23 UTC,2017-11-17 18:53:24 UTC,research,https://www.inaturalist.org/observations/8748837,"","",0,false,"Lake Coleridge, Lake Coleridge, Canterbury, NZ",-43.2347937635,171.5427646594,62,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
8752291,Thu Nov 09 2017 13:46:55 GMT+1345 (GMT+13:45),2017-11-09,Auckland,,2017-11-10 19:13:31 UTC,2019-05-03 00:34:02 UTC,research,https://www.inaturalist.org/observations/8752291,"",,0,false,"Waitangi, NZ-CI, NZ",-43.7904966667,-176.72322,5,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
8791831,2017/11/13 10:18 AM NZDT,2017-11-13,Wellington,,2017-11-13 09:05:43 UTC,2017-11-17 18:51:36 UTC,research,https://www.inaturalist.org/observations/8791831,"",,0,false,"Glen Eden, Auckland, New Zealand",-36.9045347696,174.6410765537,56,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8814254,2017/11/15 7:00 PM +1300,2017-11-15,Nuku'alofa,,2017-11-15 06:04:02 UTC,2017-11-17 18:51:19 UTC,research,https://www.inaturalist.org/observations/8814254,"","",0,false,"Ruahine Forest Park 4171, New Zealand",-40.0004310308,176.0871419928,1526,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8824596,2017-11-16 12:00:44 pm NZDT,2017-11-16,Wellington,,2017-11-16 02:11:47 UTC,2017-11-17 18:51:07 UTC,research,https://www.inaturalist.org/observations/8824596,"","A rare find along Kellys Road, Oratia",0,false,"11-15 Kellys Rd, Oratia, Auckland 0604, New Zealand",-36.9164313564,174.606101475,516,,,false,gps,gps,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
8847032,Sat Nov 18 2017 10:23:52 GMT+1300 (GMT+13),2017-11-18,Nuku'alofa,,2017-11-18 10:17:52 UTC,2019-05-03 00:33:46 UTC,research,https://www.inaturalist.org/observations/8847032,"",Sundew plant in dip of mossy/boggy patch near Brass Monkey Biv,0,false,"Lewis Pass Scenic Reserve, NZ-CA-HN, NZ-CA, NZ",-42.4184259167,172.3148886302,5,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8849885,Thu Nov 16 2017 10:20:36 GMT+1300 (GMT+13),2017-11-16,Nuku'alofa,,2017-11-18 18:36:07 UTC,2019-05-03 00:33:39 UTC,research,https://www.inaturalist.org/observations/8849885,"",,0,false,"Kahurangi National Park, , Tasman, NZ",-41.0480805,172.5279833333,10,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
8850027,Thu Nov 16 2017 15:32:19 GMT+1300 (GMT+13),2017-11-16,Nuku'alofa,,2017-11-18 18:45:54 UTC,2019-05-03 00:33:35 UTC,research,https://www.inaturalist.org/observations/8850027,"",,0,false,"Kahurangi National Park, , Tasman, NZ",-41.0478528333,172.5217883333,10,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
8858137,2017-11-19 4:35:36 p.m. GMT+13:00,2017-11-19,Nuku'alofa,,2017-11-19 05:16:05 UTC,2017-11-19 23:07:44 UTC,research,https://www.inaturalist.org/observations/8858137,"",,0,false,"223 Blue Spur Rd, Seaview 7882, New Zealand",-42.7252251,171.013759,20,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
8863698,2017/11/11 12:34 PM NZDT,2017-11-11,Wellington,,2017-11-19 19:26:32 UTC,2017-11-20 00:42:20 UTC,research,https://www.inaturalist.org/observations/8863698,"",,0,false,"Mangarakau Swamp, Tasman, New Zealand",-40.6424935397,172.4855232239,100,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
